mu,Capital_Promedio,Desviacion_Estandar,Porcentaje_Quiebra
0.1,5842.732341601466,4258.763127091421,13.333333333333334
0.2,3132.812206494241,2527.6501773911004,13.333333333333334
0.3,3136.830421974592,2667.3980197738333,13.333333333333334
0.4,2793.7703992294933,2002.9705069178115,6.666666666666667
